author,text,bias,type,audience
Scott Peters (Representative from California),I stand with the #UCSD students today as they speak out in support of affordable college education.,partisan,support,national
Rodney Frelinghuysen (Representative from New Jersey),"President's healthcare program: 100,000 enrollees through http://t.co/q8Euo1bedf, millions of policies cancelled. Is this progress?",partisan,policy,national
Steny Hoyer (Representative from Maryland),"During mtg w/ press, I said I look forward to hearing #SOTU tonight &amp; PresidentÛªs message on opportunity, optimism and action.",partisan,support,national
Tom Harkin (Senator from Iowa),"The @TheHawkEye editorial board calls my proposal to give 28M American workers a raise &amp; #RaiseTheWage to $10.10, ""the thing to do.""",partisan,policy,national
Phil Roe (Representative from Tennessee),Now is the Time to Balance the Budget http://t.co/AaOKH9gG,partisan,policy,national
Mitch McConnell (Senator from Kentucky),Senate Dems are now pledging to finally ÛÒ finally ÛÒ produce a #budget. IÛªll be interested to see what they put forward.,partisan,attack,national
Ron Wyden (Senator from Oregon),"#HigherEd must be affordable. 121,570 Oregonians owe on average $3676 in Stafford loans. Higher interest rates=more debt. #DontDoubleMyRate",partisan,policy,constituency
Niki Tsongas (Representative from Massachusetts),A step in the right direction. IÛªve long pushed to improve safety and response plans in our offshore oil industry. http://t.co/r0siU4Fr8r,partisan,support,national
Paul Tonko (Representative from New York),RT @HouseDemocrats How would #immigration reform affect you? Watch: http://t.co/CiNfTBI81q  (VIDEO) &amp; RT if you support #CIR.,partisan,support,national
Bill Foster (Representative from Illinois),.@bernade87545622 @FWD_us Thanks for speaking out!  I agree the #TimeIsNow for #immigration reform http://t.co/FATsVIrqq7,partisan,policy,national
Al Franken (Senator from Minnesota),Great crowds at the @MNAFLCIO &amp; @MinnesotaDFL booths today. Now letÛªs go win this thing: http://t.co/VH1OrDddc4 -Al http://t.co/bzksSsGQs5,partisan,mobilization,constituency
Darrell Issa (Representative from California),My Q&amp;A about FDIC high risk merchant guidance &amp; DOJ involvment from @HouseJudiciary hearing--WATCH: http://t.co/OT75yPZceh #ChokePoint,partisan,policy,national
Darrell Issa (Representative from California),Breaking the Silence on the IRS Outrage: http://t.co/bX27ADwu2O via @NewYorkObserver #IRStargeting,partisan,attack,national
John Garamendi (Representative from California),RT @cirelafaro: About to meet with congressman John Garamendi to advocate for clean air @Earthjustice @LCLAA @LCLAASacramento @CFLCLAA #rigÛ_,partisan,policy,national
Cheri Bustos (Representative from Illinois),".@psychgallica #sequester could lead to furloughs at RI Arsenal &amp; other job losses, that's why I have always opposed it #AskDems",partisan,attack,national
Jan Schakowsky (Representative from Illinois),"By blocking #immigration reform, House Republicans are single-handedly hurting our economy. #TimeIsNow http://t.co/OiSJKpPGTs",partisan,policy,national
Ron Wyden (Senator from Oregon),Proud to stand with @Daddies &amp; all Oregon biz in the fight for #NoNetTax. New blog of my visit to @Daddies:  http://t.co/rtJoQSGRyP,partisan,policy,constituency
Christopher Murphy (Senator from Connecticut),"No matter what question you ask the NRA, there is always only one answer: ""more guns"".",partisan,policy,national
Robert Pittenger (Representative from North Carolina),.@theobserver editors agree the President's admin earned their reputation for obfuscation &amp; disregard for failures http://t.co/mpotP2fw1k,partisan,attack,national
Pete Gallego (Representative from Texas),.@DeptVetAffairs to adopt rule mirroring my legislation to help rural vets w transportation 2 medical centers. http://t.co/lZBZup7xts,partisan,policy,national
Tim Murphy (Representative from Pennsylvania),"Kelly: ""It's going to mean higher premiums and higher costs."" #RateShock http://t.co/b9eDvJuM4P",partisan,attack,national
John Cornyn (Senator from Texas),RT @MeganMitchell: .@johncornyn to @PressSec Not only is this legislation necessary itÛªs the moral obligation of this nation,partisan,policy,national
Ileana Ros-Lehtinen (Representative from Florida),"Said on @nbc6: even though airstrikes r long overdue, I support action though #Obama shouldn't circumvent #Congress https://t.co/TYQZlguwns",partisan,support,constituency
Bill Johnson (Representative from Ohio),"The #IRS claims it has ""lost"" emails from former Commissioner Lois Lerner and six more employees. http://t.co/AjLGRmVmR4",partisan,information,national
Scott DesJarlais (Representative from Tennessee),"Our current tax code is not working. Do you support a flat tax, fair tax or something else? Tell me on FB http://t.co/t5RJ6jFkF9",partisan,mobilization,national
Tammy Duckworth (Representative from Illinois),"Yesterday, @ElaineNekritz and I held a roundtable on #SNAP and #hunger. Great to hear from our community about their needs. #AWP2013...",partisan,support,national
Mike Coffman (Representative from Colorado),ICYMI -  @USATODAY on legislation I introduced to improve research for Veterans struggling with Gulf War Illnesses http://t.co/STy3E46t8B,partisan,policy,national
Kevin Brady (Representative from Texas),Chris Foley of Houston-based Abbot Benefits expects 3/4th of his clients to see ÛÏa noticeable increaseÛ in premiums http://t.co/SLHNfXifOk,partisan,policy,constituency
Mark Pocan (Representative from Wisconsin),"Video of my speech on house floor, rejecting #GOPBudget that cuts jobs in #WI and turns #Medicare into a voucher http://t.co/tItIxBrF4C",partisan,policy,national
Dana Rohrabacher (Representative from California),@melodyisdestiny you are passing on a lie,partisan,personal,national
Donna Edwards (Representative from Maryland),"@gillespie_r6 let's not make the same mistake in the future by appreciating fully what happened. Yes, let's move forward, but facts matter.",partisan,media,national
Eric Swalwell (Representative from California),"Sorry, @inspectorlawyer, death threats don't scare me. Get plenty of those. The keystroke is mightier than the sword.",partisan,personal,national
Orrin Hatch (Senator from Utah),Senator Hatch backs bill to protect AmericansÛª private health care information http://t.co/wFP86bn3BZ,partisan,support,national
Al Franken (Senator from Minnesota),"Al thinks proposed internet ÛÏfast laneÛ rules are ÛÏdiscriminatory"" &amp; ""anticompetitive."" Learn more: http://t.co/joN6kVKOuZ #NetNeutrality",partisan,policy,national
Thad Cochran (Senator from Mississippi),"Innovative conservation projects in Miss. get @USDA_NRCS support to improve soil health, water quality. http://t.co/RuWWCEFH6h  #farmbill",partisan,policy,constituency
Steve Stockman (Representative from Texas),Mainstream media's growing irrelevance allows them to be even more biased &amp;activist. Larger share of their dwindling audience just as biased,partisan,other,national
Carl Levin (Senator from Michigan),Tell Speaker Boehner: It's time to vote on the Senate bill to end the GOP shutdown. #justvote,partisan,policy,national
Robert Pittenger (Representative from North Carolina),We're urging Pres Obama to help #SaveSaeed http://t.co/B0Ahd6MFEN http://t.co/5qsaXMFwRD @CongressmanGT @CongCulberson,partisan,support,national
Andy Barr (Representative from Kentucky),"Did you know it has been 2,000 days since the Keystone XL Pipeline application was submitted to the State... http://t.co/3kNRUiCDhl",partisan,policy,national
Thad Cochran (Senator from Mississippi),"#Obamacare signed 4 years ago today; a bad law made worse by errors, misinformation &amp; costly regulations: http://t.co/AszzR9cxBK #fullrepeal",partisan,policy,national
Larry Bucshon (Representative from Indiana),"ICYMI: Yesterday I voted for the ""ENFORCE the Law Act"" to restore balance to the separation of powers. http://t.co/frsSARkAyD",partisan,information,national
John Thune (Senator from South Dakota),"Welcome home to @SD_GuardÛªs 1742nd Transportation Company. On behalf of all South Dakotans, thanks for all you do to keep America safe.",partisan,personal,constituency
Marc Veasey (Representative from Texas),TONIGHT: Don't forget to join me at my Ft. Worth Town Hall tonight from 6:30-8pm. http://t.co/u3MX24BPam,partisan,personal,constituency
Kevin Brady (Representative from Texas),"Progress, but still not fixed --&gt; New data show long wait times remain at many VA hospitals http://t.co/HMWG0Yxc8t",partisan,policy,national
Fred Upton (Representative from Michigan),RT @SpeakerBoehner: House votes again to continue benefits for families of fallen troops http://t.co/meTv4a6Nbl Disgraceful that this relieÛ_,partisan,policy,national
Shelley Capito (Representative from West Virginia),I talked to @FoxNews' @TeamCavuto about the No ObamaCare Subsidies for Congress Act. VIDEO: http://t.co/8BvyQ0Bubf #NoSubsidies4Congress,partisan,policy,national
Michael Honda (Representative from California),A womanÛªs boss or zip code shouldnÛªt determine her access to preventive care. Equality means equal access to affordable healthcare #WEmatter,partisan,policy,national
Steve Stockman (Representative from Texas),#Gruber visited the White House 21 times.  That's 17 more times than Obama met with his Jobs Council.,partisan,policy,national
Renee Ellmers (Representative from North Carolina),"RT @RepFredUpton: #BrokenPromises, routine delays, and the dramatically higher healthcare premiumsÛ_not exactly #ABetterBargain",partisan,attack,national
Diane Black (Representative from Tennessee),#SpendingIsTheProblem: EPA has given $100 million+ in grants to foreign countries over the last 10 yrs http://t.co/vGfPRgdOiM #CutWaste,partisan,attack,national
Christopher Murphy (Senator from Connecticut),.@EdPageCourant: Congress Should Try Again On Gun Safety http://t.co/7G1St8wUBE. I couldn't agree more.,partisan,policy,national
Roger Wicker (Senator from Mississippi),"RT @ReutersPolitics: Lawmakers, LGBT groups urge U.S. trade action on Brunei criminal laws http://t.co/NYmBJY5uvi",partisan,policy,national
Jon Runyan (Representative from New Jersey),Check out my op/ed in the @BurlcoTimes that addresses the huge challenges facing the @DeptVetAffairs http://t.co/MuCbf9oICb,partisan,policy,constituency
Debbie Stabenow (Senator from Michigan),Sen. Stabenow leading the fight to keep student loan rates low. Join her and say #DontDoubleMyRate! http://t.co/BtskG85Gy0,partisan,policy,national
Daniel Webster (Representative from Florida),It was great to see Floridians visiting our nation's Capitol for the #AIPAC2013 Policy Conference. #sayfie http://t.co/wgZNniZOsw,partisan,policy,constituency
Ken Calvert (Representative from California),RT @PRyan: We have an opportunity to pay down the debt and boost the economy. Let's start talking. http://t.co/OtG8f0mzOZ,partisan,policy,national
Roy Blunt (Senator from Missouri),CBO confirms what we knew: #ObamaCare will destroy millions of full-time #jobs. This law is a #TrainWreck. http://t.co/UiLM89YOPR,partisan,policy,national
Bill Shuster (Representative from Pennsylvania),"Three years ago, President Obama weakened this country and our economy with Obamacare. After spending more than $2... http://t.co/wgeOQHtnDc",partisan,attack,national
Richard Shelby (Senator from Alabama),"RT @Cliff_Sims: .@SenShelby tees off on Obama administration: ItÛªs time to say Û÷noÛª to illegals, enforce the law http://t.co/heRn8v8lwl viaÛ_",partisan,mobilization,national
